Code,Description,Last_updated
2819011,Open wound of trachea without complication,09-21-2025
2820017,Enucleation of parotid gland cyst,09-21-2025
2821018,Thoracic arthritis,09-21-2025
2822013,Thoracic spondylarthritis,09-21-2025
2823015,Thoracic spondyloarthritis,09-21-2025
2824014,Mesenteric-portal fistula,09-21-2025
2825010,"Minimum bactericidal concentration test, microdilution method",09-21-2025
2826011,"Insertion of intravascular device in common iliac vein, complete",09-21-2025
2827019,Salmonella aragua,09-21-2025
2828012,Disacchariduria,09-21-2025
2829016,"Disacchariduria, NOS",09-21-2025
2830014,Mercaptopurine,09-21-2025
2831013,6-Mercaptopurine,09-21-2025
2832018,6-MP,09-21-2025
2833011,Anterior open dislocation,09-21-2025
2834017,Debridement of open fracture of phalanges of foot,09-21-2025
2835016,Paternity testing,09-21-2025
2836015,"Paternity testing, NOS",09-21-2025
2837012,Doppler color flow velocity mapping,09-21-2025
2838019,Diagnostic ultrasound of abdomen and retroperitoneum,09-21-2025
2839010,"Diagnostic ultrasound of abdomen and retroperitoneum, NOS",09-21-2025
2840012,Colonospasm,09-21-2025
2841011,Ureteritis glandularis,09-21-2025
2842016,Guanine deaminase,09-21-2025
2843014,Guanase,09-21-2025
2844015,Guanine aminase,09-21-2025
2845019,Capillary specimen collection,09-21-2025
2846018,"Capillary specimen collection, NOS",09-21-2025
2847010,Streptococcus sanguis I,09-21-2025
2848017,Melilotate 3-monooxygenase,09-21-2025
2849013,2-Hydroxyphenylpropionate hydroxylase,09-21-2025
2850013,Melilotate hydroxylase,09-21-2025
2851012,Hyperplasia of islet alpha cells with gastrin excess,09-21-2025
2853010,Pontinus rathbuni,09-21-2025
2854016,Highfin scorpionfish,09-21-2025
2855015,Incision of sphincter of Oddi,09-21-2025
2856019,"Incision of sphincter of Oddi, NOS",09-21-2025
2857011,Choledochal sphincterotomy,09-21-2025
2858018,Stenosis of precerebral artery,09-21-2025
2859014,"Stenosis of precerebral artery, NOS",09-21-2025
2860016,"Narrowing of precerebral artery, NOS",09-21-2025
2861017,Narrowing of precerebral artery,09-21-2025
2862012,"Salmonella II, 4,12:l,z28:--",09-21-2025
2863019,Phosphate salt,09-21-2025
2864013,"Phosphate salt, NOS",09-21-2025
2865014,Helicopter,09-21-2025
2866010,Opisthorchiasis,09-21-2025
2867018,Cat liver fluke infection,09-21-2025
2868011,Opisthorchiosis,09-21-2025
2869015,Jacquard card cutter,09-21-2025
2870019,Finch paramyxovirus,09-21-2025
2871015,Retired procedure,09-21-2025
2872010,Frontozygomatic suture of skull,09-21-2025
2873017,Hemiurus,09-21-2025
2874011,"Hemiurus, NOS",09-21-2025
2875012,E. coli periplasmic proteinase,09-21-2025
2876013,Instrument of strangulation,09-21-2025
2877016,"Instrument of strangulation, NOS",09-21-2025
2878014,Nesotriatoma flavida,09-21-2025
2879018,Kidney imaging with function study,09-21-2025
2880015,Kidney radioisotope scan,09-21-2025
2881016,Renal radioisotope scan,09-21-2025
2882011,Renal scan and radioisotope function study,09-21-2025
2883018,Renal scan,09-21-2025
2884012,Hydrastis canadensis,09-21-2025
2885013,Goldenseal,09-21-2025
2886014,Facial myokymia,09-21-2025
2887017,Proximal splenorenal anastomosis,09-21-2025
2888010,Retired procedure,09-21-2025
2889019,"Xeroderma pigmentosum, group B",09-21-2025
2890011,Glucocorticoid-responsive primary aldosteronism,09-21-2025
2891010,Promonocyte,09-21-2025
2892015,Subcutaneous prepatellar bursa,09-21-2025
2893013,Septal infarction by EKG,09-21-2025
2894019,Macaroni maker,09-21-2025
2895018,Macular retinal cyst,09-21-2025
2896017,Hole retinal cyst,09-21-2025
2897014,Macular pseudohole retinal cyst,09-21-2025
2898016,^202^Thallium,09-21-2025
2899012,"Salmonella II 9,12,(46),27:g,t:e,n,x",09-21-2025
2900019,Apogon townsendi,09-21-2025
2901015,Belted cardinalfish,09-21-2025
2902010,Salmonella wyldegreen,09-21-2025
2903017,Excision of perinephric cyst,09-21-2025
2904011,Candidiasis of vulva,09-21-2025
2905012,Female,09-21-2025
2906013,"Female, NOS",09-21-2025
2907016,"Female individual, NOS",09-21-2025
2908014,Female individual,09-21-2025
2909018,Sternothyroid muscle,09-21-2025
2910011,Paralysis of bladder,09-21-2025
2911010,Intrauterine sepsis of fetus,09-21-2025
2912015,Immature,09-21-2025
2913013,Premature,09-21-2025
2914019,Coagulation factor inhibitor,09-21-2025
2915018,"Coagulation factor inhibitor, NOS",09-21-2025
2916017,Superior occipital gyrus,09-21-2025
2917014,Excision of abdominal varicose vein,09-21-2025
2918016,Phlebectomy of abdominal varicose vein,09-21-2025
2919012,Ultrasonic fragmentation of urinary stones,09-21-2025
2920018,Notropis atrocaudalis,09-21-2025
2921019,Blackspot shiner,09-21-2025
2922014,AS virus,09-21-2025
2923016,Blood group antigen M^A^,09-21-2025
2924010,Human adenovirus 3,09-21-2025
2925011,Thymic cortex,09-21-2025
2926012,Salmonella III arizonae 48:z10:z,09-21-2025
2927015,Cranial cavity,09-21-2025
2928013,"Cranial cavity, NOS",09-21-2025
2929017,Intraerythrocytic parasitosis by Nuttallia,09-21-2025
2930010,"Intraerythrocytic parasitosis by Nuttallia, NOS",09-21-2025
2931014,Transcrural mobilization of stapes,09-21-2025
2932019,Triad knee repair,09-21-2025
2933012,O'Donoghue operation,09-21-2025
2934018,Isochorismate synthase,09-21-2025
2935017,Major calyx,09-21-2025
2936016,"Early syphilis, latent (+ sero., - C.S.F., relapse after treatment)",09-21-2025
2937013,Female pattern alopecia,09-21-2025
2938015,Female pattern baldness,09-21-2025
2939011,Varanus salvator,09-21-2025
2940013,Water monitor,09-21-2025
2941012,Tarsal gland,09-21-2025
2942017,Meibomian gland,09-21-2025
2943010,Sebaceous gland of eyelid,09-21-2025
2944016,Normal sebaceous gland activity,09-21-2025
2945015,Degenerative disorder of eyelid,09-21-2025
2946019,"Degenerative disorder of eyelid, NOS",09-21-2025
2947011,Pancreatic ribonuclease,09-21-2025
2948018,RNase,09-21-2025
2949014,RNase I,09-21-2025
2950014,RNase A,09-21-2025
2951013,Pancreatic RNase,09-21-2025
2952018,Ribonuclease I,09-21-2025
2953011,Subcallosal gyrus,09-21-2025
2954017,Decortication,09-21-2025
2955016,"Decortication, NOS",09-21-2025
2956015,Chronic aggressive type B viral hepatitis,09-21-2025
2957012,Salmonella IV kralendyk,09-21-2025
2958019,Viking horse,09-21-2025
2959010,Closed reduction of dislocation of foot and toe,09-21-2025
2960017,Printing machinery fitter-assembler,09-21-2025
2961018,Kinetic activities for range of motion,09-21-2025
2962013,Kinetic activities to increase range of motion,09-21-2025
2963015,Inferior longitudinal muscle of tongue,09-21-2025
2964014,Cholelithiasis AND acute cholecystitis with obstruction,09-21-2025
2965010,Cholelithiasis and acute cholecystitis with obstruction,09-21-2025
2966011,"Postpartum period, 6 days",09-21-2025
2967019,Septicemia during labor,09-21-2025
2968012,Locked knee,09-21-2025
2969016,Interstitial radium application,09-21-2025
2970015,Retired procedure,09-21-2025
2972011,Ankylosis of joint of other site,09-21-2025
2973018,Acidophilic body,09-21-2025
2974012,Eosinophilic body,09-21-2025
2975013,Peripheral congenital aneurysm,09-21-2025
2976014,Congenital valvular insufficiency,09-21-2025
2977017,"Congenital valvular insufficiency, NOS",09-21-2025
2978010,"Congenital valvular regurgitation, NOS",09-21-2025
2979019,"Congenital insufficiency of heart valve, NOS",09-21-2025
2980016,Congenital valvular regurgitation,09-21-2025
2981017,Congenital insufficiency of heart valve,09-21-2025
2982012,Poisoning by scorpion sting,09-21-2025
2983019,"Poisoning by scorpion sting, NOS",09-21-2025
2984013,"Removal of intact mammary implant, bilateral",09-21-2025
2985014,Muehrcke's lines,09-21-2025
2986010,Solar retinopathy,09-21-2025
2987018,Aortopulmonary septum,09-21-2025
2988011,Aorticopulmonary septum,09-21-2025
2989015,^240^Uranium,09-21-2025
2990012,Moderate squamous cell atypia,09-21-2025
2991011,Confrontation (visual) test,09-21-2025
2992016,Thermal hypesthesia,09-21-2025
2993014,Circumoral paresthesia,09-21-2025
2994015,Ceratophyllus,09-21-2025
2995019,"Ceratophyllus, NOS",09-21-2025
2996018,Bovid herpesvirus 4,09-21-2025
2997010,BHV-4,09-21-2025
2998017,Equine rhinopneumonitis - influenza vaccine - tetanus toxoid,09-21-2025
2999013,Developmental speech disorder,09-21-2025
3000014,"Developmental speech disorder, NOS",09-21-2025
3001013,Arcuate,09-21-2025
3002018,Arc,09-21-2025
3003011,Anarrhichthys ocellatus,09-21-2025
3004017,Wolf-eel,09-21-2025
3005016,Ticarcillin,09-21-2025
3006015,"Ticarcillin, NOS",09-21-2025
3007012,Hemoglobin Barcelona,09-21-2025
3008019,"Hb 94(FG1), Asp-his",09-21-2025
3009010,Congenital microcheilia,09-21-2025
3010017,Generalized contraction of visual field,09-21-2025
3011018,Generalized constriction of visual field,09-21-2025
3012013,Negative skin test reaction,09-21-2025
3013015,Tragelaphus angasi,09-21-2025
3014014,"Nyala, NOS",09-21-2025
3015010,Nyala,09-21-2025
3016011,Nealotus tripes,09-21-2025
3017019,Black snake mackerel,09-21-2025
3018012,EKG hypertrophy,09-21-2025
3019016,Cavitary prostatitis,09-21-2025
3020010,Metal engraving etcher,09-21-2025
3021014,Triaenophorus,09-21-2025
3022019,"Triaenophorus, NOS",09-21-2025
3023012,Frenulum linguae,09-21-2025
3024018,Frenum of tongue,09-21-2025
3025017,Blood group antibody Lutheran,09-21-2025
3026016,"Blood group antibody Lutheran, NOS",09-21-2025
3027013,"Blood group antibody Lu, NOS",09-21-2025
3028015,Blood group antibody Lu,09-21-2025
3029011,Chrysolophus pictus,09-21-2025
3030018,Golden pheasant,09-21-2025
3031019,Micrurus nigrocinctus,09-21-2025
3032014,Black-banded coral snake,09-21-2025
3033016,Ureteroenterostomy,09-21-2025
3034010,"Ureteroenterostomy, NOS",09-21-2025
3036012,Transplant of ureter to intestine,09-21-2025
3037015,Anastomosis of ureter to intestine,09-21-2025
3038013,Elimination disorder,09-21-2025
3039017,"Elimination disorder, NOS",09-21-2025
3041016,Titanium,09-21-2025
3042011,"Titanium, NOS",09-21-2025
3043018,Incision of ligament,09-21-2025
3044012,Desmotomy,09-21-2025
3045013,"Incision of ligament, NOS",09-21-2025
3046014,"Release of ligament, NOS",09-21-2025
3047017,"Syndesmotomy, NOS",09-21-2025
3048010,"Division of ligament, NOS",09-21-2025
3049019,"Desmotomy, NOS",09-21-2025
3051015,Syndesmotomy,09-21-2025
3053017,Allotype,09-21-2025
3054011,Hemoglobin Gower-2,09-21-2025
3055012,Hemoglobin alpha>2< epsilon>2<,09-21-2025
3058014,Gastrostomy tube,09-21-2025
3059018,Jejunostomy tube,09-21-2025
3060011,White petroleum,09-21-2025
3061010,Cycloparaffin,09-21-2025
3062015,AIDS with hyperhidrosis,09-21-2025
3063013,Fibrinogen Kawaguchi,09-21-2025
3064019,Odontoid process of axis,09-21-2025
3065018,Odontoid process,09-21-2025
3066017,Dens axis,09-21-2025
3067014,Mandibular nerve,09-21-2025
3068016,Mandibular division of trigeminal nerve,09-21-2025
3069012,Mandibular division of fifth cranial nerve,09-21-2025
3070013,Third division of trigeminal nerve,09-21-2025
3071012,Third division of fifth cranial nerve,09-21-2025
3072017,"Chromosomes, group E",09-21-2025
3073010,Chromosome pairs 16-18,09-21-2025
3074016,Radical bunionectomy,09-21-2025
3075015,Keller operation,09-21-2025
3076019,Mayo operation,09-21-2025
3077011,Silver operation,09-21-2025
3078018,Incision of inguinal region,09-21-2025
3079014,"Incision of inguinal region, NOS",09-21-2025
3080012,Pongo pygmaeus,09-21-2025
3081011,Orangutan,09-21-2025
3082016,Orang-utan,09-21-2025
3084015,"Infantile cerebral palsy, NOS",09-21-2025
3085019,"Cerebral palsy, NOS",09-21-2025
3086018,Congenital spastic paralysis,09-21-2025
3087010,Spastic infantile paralysis,09-21-2025
3088017,Little's disease,09-21-2025
3090016,Congenital anomaly of vein,09-21-2025
3091017,"Congenital anomaly of vein, NOS",09-21-2025
3092012,"Venous malformation, NOS",09-21-2025
3093019,Venous malformation,09-21-2025
3094013,Abortion with fat embolism,09-21-2025
3095014,Unspecified abortion with fat embolism,09-21-2025
3096010,Excision of tendon for graft,09-21-2025
3097018,Tenonectomy for graft,09-21-2025
3098011,Hypotensive agent,09-21-2025
3099015,"Hypotensive agent, NOS",09-21-2025
3100011,"Antihypertensive drug, NOS",09-21-2025
3101010,"Antihypertensive agent, NOS",09-21-2025
3102015,Antihypertensive drug,09-21-2025
3103013,Antihypertensive agent,09-21-2025
3104019,Postural drainage therapy,09-21-2025
3105018,"Glasgow coma scale, 10",09-21-2025
3106017,Hemoglobin Roseau-Pointe à Pitre,09-21-2025
3107014,"Hb 90(F6), Glu-gly",09-21-2025
3108016,Hemoglobin Roseau-Pointe a Pitre,09-21-2025
3109012,Anesthesia for procedure on bony pelvis,09-21-2025
3110019,"Anesthesia for procedure on bony pelvis, NOS",09-21-2025
3113017,Postoperative incisional hernia,09-21-2025
3114011,Superior open dislocation,09-21-2025
3115012,Hemoglobin F-M-Osaka,09-21-2025
3116013,"Hb 63(E7), His-tyr, gamma chain",09-21-2025
3117016,"Hb 63(E7), His-tyr",09-21-2025
3118014,Mephenoxalone,09-21-2025
3119018,Bungarus flaviceps,09-21-2025
3120012,"Familial amyloid neuropathy, Finnish type",09-21-2025
3121011,Finnish type amyloidosis,09-21-2025
3122016,Meretoja type amyloidosis,09-21-2025
3123014,Teres major muscle,09-21-2025
3124015,"Disease condition determination, well controlled",09-21-2025
3125019,Senecio integrifolius,09-21-2025
3126018,Fleawort,09-21-2025
3127010,"Chronic bipolar II disorder, most recent episode major depressive",09-21-2025
3128017,Carbuncle of heel,09-21-2025
3129013,Excisional biopsy of bone of scapula,09-21-2025
3130015,Biopsy of scapula,09-21-2025
3131016,Neurologic,09-21-2025
3132011,Neurological,09-21-2025
3133018,Liopropoma mowbrayi,09-21-2025
3134012,Cave bass,09-21-2025
3135013,Benign essential hypertension,09-21-2025
3136014,Mastication,09-21-2025
3137017,Chewing,09-21-2025
3138010,Deep third degree burn of forehead AND/OR cheek with loss of body part,09-21-2025
3139019,Deep third degree burn of forehead and cheek with loss of body part,09-21-2025
3140017,Xenorhabdus luminescens,09-21-2025
3141018,Retired procedure,09-21-2025
3142013,Alpha 2 adrenergic blocking agent,09-21-2025
3143015,"Alpha 2 adrenergic blocking agent, NOS",09-21-2025
3144014,Glaucomatous atrophy of optic disc,09-21-2025
3145010,Gastroptosis,09-21-2025
3146011,Prolapse gastropathy,09-21-2025
3147019,Gastric prolapse,09-21-2025
3148012,Arthroscopy of knee with lateral meniscus repair,09-21-2025
3149016,Struck by falling lumber,09-21-2025
3150016,Treadmill,09-21-2025
3151017,Childhood type dermatomyositis,09-21-2025
3152012,Gaigeria pachyscelis,09-21-2025
3153019,Infection by Strongyloides,09-21-2025
3154013,"Infection by Strongyloides, NOS",09-21-2025
3155014,Strongyloidiasis,09-21-2025
3156010,Strongyloidosis,09-21-2025
3157018,Tetractinomyxon,09-21-2025
3158011,"Tetractinomyxon, NOS",09-21-2025
3159015,Synostosis,09-21-2025
3160013,"Synostosis, NOS",09-21-2025
3161012,Biphasic,09-21-2025
3162017,Accelerated essential hypertension,09-21-2025
3163010,Diethyl xanthogen disulfide,09-21-2025
3164016,Trimeresurus tokarensis,09-21-2025
3165015,Tokara habu,09-21-2025
3166019,Blood group antigen B variant,09-21-2025
3167011,"Blood group antigen B variant, NOS",09-21-2025
3168018,Metronidazole,09-21-2025
3169014,Blood group antigen Marks,09-21-2025
3170010,Radioisotope scan of hematopoietic system,09-21-2025
3171014,"Radioisotope scan of hematopoietic system, NOS",09-21-2025
3172019,Radiography of humerus,09-21-2025
3173012,"Radiography of humerus, NOS",09-21-2025
3174018,United Church of Canada,09-21-2025
3175017,Incision of subvalvular tissue for discrete subvalvular aortic stenosis,09-21-2025
3176016,Estivation,09-21-2025
3177013,Sprain of midcarpal joint,09-21-2025
3178015,No diagnosis on Axis I,09-21-2025
3179011,No condition on Axis I,09-21-2025
3180014,Meninges,09-21-2025
3181013,"Meninges, NOS",09-21-2025
3182018,Congenital articular rigidity with myopathy,09-21-2025
3183011,Retired procedure,09-21-2025
3184017,Physiatric,09-21-2025
3185016,Muscle transfer,09-21-2025
3186015,Transfer of muscle origin,09-21-2025
3187012,Duodenal serosa,09-21-2025
3188019,"Application of cast, sugar tong",09-21-2025
3190018,Epiphyseal arrest by stapling of distal radius,09-21-2025
3191019,Stapling of epiphyseal plate of radius,09-21-2025
3192014,Congenital anteversion of femur,09-21-2025
3193016,Prone body position,09-21-2025
3194010,Prone position,09-21-2025
3195011,Relieved by,09-21-2025
3196012,Heterakis meleagridis,09-21-2025
3197015,Inferior articular process of sixth cervical vertebra,09-21-2025
3198013,Caudal articular process of sixth cervical vertebra,09-21-2025
3199017,Fibrinogen Madrid I,09-21-2025
3200019,Salmonella kiel,09-21-2025
3201015,Dorsal digital nerves of radial nerve,09-21-2025
3202010,Clydesdale horse,09-21-2025
3203017,Leucostoma neutral proteinase,09-21-2025
3204011,Dryness of eye,09-21-2025
3205012,Decreased,09-21-2025
3206013,Diminished,09-21-2025
3207016,Decreased by,09-21-2025
3208014,Incisional biopsy of testis,09-21-2025
3209018,Cerebrospinal fluid protein electrophoresis,09-21-2025
3210011,Spinal fluid protein electrophoresis,09-21-2025
3211010,CSF electrophoresis,09-21-2025
3212015,Refusion of spine,09-21-2025
3213013,"Refusion of spine, NOS",09-21-2025
3214019,"Refusion of spine, unlisted level or technique",09-21-2025
3215018,Sphensicus demersus,09-21-2025
3216017,Black-footed penguin,09-21-2025
3217014,Electron transfer,09-21-2025
3218016,Electron transport,09-21-2025
3219012,Longitudinal deficiency of metatarsal bone,09-21-2025
3221019,Excision of meniscus of wrist,09-21-2025
3222014,Meniscectomy of wrist,09-21-2025
3223016,Schistosis,09-21-2025
3224010,Slate-workers' lung,09-21-2025
3225011,Conjunctival ring,09-21-2025
3226012,Fracture of multiple ribs,09-21-2025
3227015,"Fracture of multiple ribs, NOS",09-21-2025
3228013,Sagiyama virus,09-21-2025
3229017,Distinctive arrangement of microtubules,09-21-2025
3230010,"Distinctive arrangement of microtubules, NOS",09-21-2025
3231014,Injury of descending left colon without open wound into abdominal cavity,09-21-2025
3232019,Anopheles earlei,09-21-2025
3233012,Closure of fistula of ear drum,09-21-2025
3234018,Closure of fistula of tympanic membrane,09-21-2025
3235017,Closure of perforation of ear drum,09-21-2025
3236016,Closure of perforation of tympanic membrane,09-21-2025
3237013,Electrocoagulation of lesion of vagina,09-21-2025
3238015,Cyclura cornuta,09-21-2025
3239011,Rhinoceros iguana,09-21-2025
3240013,Amikacin sulfate,09-21-2025
3241012,Percina squamata,09-21-2025
3242017,Olive darter,09-21-2025
3243010,"Knuckle pads, deafness AND leukonychia syndrome",09-21-2025
3244016,"Knuckle pads, deafness and leukonychia syndrome",09-21-2025
3245015,Bart-Pumphrey syndrome,09-21-2025
3246019,Pteridine oxidase,09-21-2025
3247011,Blood group antibody Evelyn,09-21-2025
3248018,Securities salesman,09-21-2025
3249014,Orcheobius,09-21-2025
3250014,"Orcheobius, NOS",09-21-2025
3252018,Vertebral nerve,09-21-2025
3253011,Open reduction of closed shoulder dislocation with fracture of greater tuberosity,09-21-2025
3254017,Repair of cardiac pacemaker pocket in skin or subcutaneous tissue,09-21-2025
3255016,Isologous chimera,09-21-2025
3256015,Notropis scabriceps,09-21-2025
3257012,New River shiner,09-21-2025
3258019,Perichondritis of larynx,09-21-2025
3259010,"Visual acuity less than .02 (1/60, count fingers 1 meter) or visual field less than 5 degrees, but better than 5.",09-21-2025
3260017,Abnormal jaw closure,09-21-2025
3261018,"Abnormal jaw closure, NOS",09-21-2025
3262013,Malocclusion of jaws,09-21-2025
3263015,"Third heart sound, S>3<",09-21-2025
3264014,"Third heart sound, S>3<, NOS",09-21-2025
3265010,Vitamin K deficiency coagulation disorder,09-21-2025
3266011,"Vitamin K deficiency coagulation disorder, NOS",09-21-2025
3267019,Bleeding diathesis due to vitamin K deficiency,09-21-2025
3268012,Congenital absence of bile duct,09-21-2025
3269016,Agenesis of bile duct,09-21-2025
3270015,Anopheles punctipennis,09-21-2025
3272011,Mycoplasma hominis,09-21-2025
3273018,Salmonella frankfurt,09-21-2025
3274012,Magnetic resonance imaging of urinary bladder,09-21-2025
3275013,Human coxsackievirus A8,09-21-2025
3277017,Sophora,09-21-2025
3278010,"Sophora, NOS",09-21-2025
3279019,Unilateral recurrent femoral hernia without obstruction AND without gangrene,09-21-2025
3280016,Unilateral recurrent femoral hernia without obstruction or gangrene,09-21-2025
3281017,Infection by Cladosporium carrionii,09-21-2025
3282012,Southern nutmeg pigeon,09-21-2025
3283019,Excision of appendiceal stump,09-21-2025
3284013,Gloeophyllum sepiarum,09-21-2025
3285014,Chocolate lenzites,09-21-2025
3286010,Clostridium perfringens type D antitoxin,09-21-2025
3287018,Excisional biopsy of joint structure of shoulder,09-21-2025
3288011,Biopsy of joint structure of shoulder,09-21-2025
3289015,Parafasciolopsis fasciolaemorpha,09-21-2025
3290012,Fibromyalgia,09-21-2025
3291011,Double,09-21-2025
3292016,Duplicate,09-21-2025
3293014,Twin,09-21-2025
3294015,Replicate,09-21-2025
3295019,Hotel concierge,09-21-2025
3296018,Glottis,09-21-2025
3297010,"Glottis, NOS",09-21-2025
3298017,Complication of reimplant,09-21-2025
3299013,Electrical transmission of fiber,09-21-2025
3300017,Impaired glucose tolerance associated with genetic syndrome,09-21-2025
3301018,Telogen hair,09-21-2025
3302013,Guttate,09-21-2025
3303015,Drop-shaped,09-21-2025
3304014,Nitrate reductase (cytochrome),09-21-2025
3305010,Antigen transformation,09-21-2025
3306011,Reconstruction of eyebrow,09-21-2025
3307019,Restoration of eyebrow,09-21-2025
3308012,"Upper partial denture, cast metal base without resin saddles, including any conventional clasps, rests and teeth",09-21-2025
3309016,Injury of ovary without open wound into abdominal cavity,09-21-2025
3310014,Post-translational genetic protein processing,09-21-2025
3311013,Blood group antibody K18,09-21-2025
3312018,Blood group antibody V.M.,09-21-2025
3313011,Hemoglobin Manitoba,09-21-2025
3314017,"Hb 102(G9), Ser-arg",09-21-2025
3315016,Therapeutic abortion procedure,09-21-2025
3316015,"Therapeutic abortion procedure, NOS",09-21-2025
3317012,Blood group antibody L. Reynolds,09-21-2025
3318019,Blood group antibody Reynolds,09-21-2025
3319010,Poisoning by kanamycin,09-21-2025
3320016,Cerebrospinal fluid IgG ratio and IgG index,09-21-2025
3321017,CSF IgG/CSF albumin ratio,09-21-2025
3322012,Metocurine iodide,09-21-2025
3323019,Dimethyl tubocurarine iodide,09-21-2025
3324013,Echothiophate iodide,09-21-2025
3325014,Ecostigmine iodide,09-21-2025
3326010,Procedure on Meckel's diverticulum,09-21-2025
3327018,"Procedure on Meckel's diverticulum, NOS",09-21-2025
3328011,Ilioiliac shunt,09-21-2025
3329015,Ilioiliac vascular bypass,09-21-2025
3330013,Division of congenital web of larynx,09-21-2025
3331012,Crax alector,09-21-2025
3332017,Alector curassow,09-21-2025
3333010,Methamidophos,09-21-2025
3334016,Conjugated visual deviation,09-21-2025
3335015,Emesis basin,09-21-2025
3336019,Estradiol receptor site,09-21-2025
3337011,Induratio penis plastica,09-21-2025
3338018,Peyronie's disease,09-21-2025
3339014,Penile fibromatosis,09-21-2025
3340011,Fibrous cavernositis,09-21-2025
3341010,Plastic induration of penis,09-21-2025
3342015,21-Hydroxyprogesterone,09-21-2025
3343013,11-Deoxycorticosterone,09-21-2025
3344019,Colosigmoidostomy,09-21-2025
3345018,Basal cell carcinoma,09-21-2025
3346017,"Basal cell carcinoma, NOS",09-21-2025
3347014,Basal cell epithelioma,09-21-2025
3348016,Pigmented basal cell carcinoma,09-21-2025
3349012,Rodent ulcer,09-21-2025
3350012,Basiloma,09-21-2025
3351011,Removal of impacted feces,09-21-2025
3352016,Malayans,09-21-2025
3353014,Hemoglobin Ta-li,09-21-2025
3354015,"Hb 83(EF7), Gly-cys",09-21-2025
3355019,Babesia foliata,09-21-2025
3356018,Deep transverse arrest,09-21-2025
3357010,Clostridium saccharolyticum,09-21-2025
3358017,Hangnail,09-21-2025
3359013,Blue shade eosin,09-21-2025
3360015,Eosin BA-BN,09-21-2025
3361016,Medical procedure on palate,09-21-2025
3362011,"Medical procedure on palate, NOS",09-21-2025
3363018,Day care center,09-21-2025
3364012,Open wound of scapular region with tendon involvement,09-21-2025
3365013,Deep flexor tendon of index finger,09-21-2025
3366014,Injury of iliac artery,09-21-2025
3367017,Anterior spinal rhizotomy,09-21-2025
3368010,Gastric serosa,09-21-2025
3369019,Orphan female,09-21-2025
3370018,Antihemophilic factor B Oxford 3 variant,09-21-2025
3371019,Calculus of common duct with obstruction,09-21-2025
3372014,Retired procedure,09-21-2025
3373016,"Anti-human globulin test, enzyme technique, titer",09-21-2025
3374010,Plant producing selenium,09-21-2025
3375011,Physiologic,09-21-2025
3376012,Physiological,09-21-2025
3377015,Leukocoria,09-21-2025
3378013,AIDS with neuralgia,09-21-2025
3379017,"AIDS with neuralgia, NOS",09-21-2025
3380019,Fetus OR newborn affected by chronic maternal respiratory disease,09-21-2025
3381015,Fetus or newborn affected by chronic maternal respiratory disease,09-21-2025
3384011,Ion channel gating,09-21-2025
3385012,Retired procedure,09-21-2025
3386013,Inhalation therapy procedure,09-21-2025
3387016,"Inhalation therapy procedure, NOS",09-21-2025
3388014,Injury of superior mesenteric artery,09-21-2025
3389018,^131^Iodine,09-21-2025
3390010,Protospirura muricola,09-21-2025
3391014,Open fracture of metacarpal bone,09-21-2025
3392019,"Open fracture of metacarpal bone, NOS",09-21-2025
3393012,Blood group antigen Big,09-21-2025
3394018,Uterus unicornis,09-21-2025
3395017,Congenital absence of one uterine horn,09-21-2025
3396016,^93^Zirconium,09-21-2025
3397013,"Entomopoxvirus, Genus B",09-21-2025
3398015,"Entomopoxvirus, Genus B, NOS",09-21-2025
3399011,Haemohormidium,09-21-2025
3400016,"Haemohormidium, NOS",09-21-2025
3401017,"Babesiosoma, NOS",09-21-2025
3402012,Babesiosoma,09-21-2025
3403019,Obsessive compulsive personality disorder,09-21-2025
3404013,Salmonella IV soesterberg,09-21-2025
3405014,Supination-eversion injury of ankle,09-21-2025
3406010,Sclerosing agent,09-21-2025
3407018,"Sclerosing agent, NOS",09-21-2025
3408011,"Caustic drug, NOS",09-21-2025
3409015,"Irritant drug, NOS",09-21-2025
3410013,Caustic drug,09-21-2025
3411012,Irritant drug,09-21-2025
3412017,Agoraphobia without history of panic disorder with limited symptom attacks,09-21-2025
3413010,^126^Iodine,09-21-2025
3414016,Selar crumenophthalmus,09-21-2025
3415015,Bigeye scad,09-21-2025
3416019,Hallucinogen mood disorder,09-21-2025
3417011,Hallucinogen-induced mood disorder,09-21-2025
3418018,Diffuse cholesteatosis of middle ear,09-21-2025
3419014,Diffuse cholesteatosis,09-21-2025
3420015,"Echography, scan B-mode for fetal age determination",09-21-2025
3421016,Intracranial hemorrhage,09-21-2025
3422011,"Intracranial hemorrhage, NOS",09-21-2025
3423018,Solanum nigrum poisoning,09-21-2025
3424012,Black nightshade poisoning,09-21-2025
3425013,Metabolic alkalosis,09-21-2025
3426014,Beclomethasone preparation,09-21-2025
3427017,Laparoscopic-assisted sigmoid colectomy,09-21-2025
3428010,Laparoscopic-assisted sigmoidectomy,09-21-2025
3429019,Mechanical dead space,09-21-2025
3430012,Instrumental dead space,09-21-2025
3431011,Halichoeres bivittatus,09-21-2025
3432016,Slippery dick,09-21-2025
3433014,Lenz-Majewski hyperostosis syndrome,09-21-2025
3434015,Iron pentacarbonyl,09-21-2025
3435019,Complication of ultrasound therapy,09-21-2025
3436018,Actinium,09-21-2025
3437010,"Actinium, NOS",09-21-2025
